Mod:Item:MetaData, Localized Name
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:environmentalAccumulationCore, Environmental Accumulation Core
evilcraft:maceOfDestruction, Mace of Destruction
evilcraft:garmonbozia, Garmonbozia
evilcraft:poisonBottle, Poison Bottle
evilcraft:boundBloodDrop, Bound Blood Drop
evilcraft:veinedScribingTools, Veined Scribing Tools
evilcraft:bloodWandCap, Blood Cap
exnihilo:bucket_witchwater, Witch Water Bucket
exnihilo:hammer_wood, Wooden Hammer
exnihilo:hammer_stone, Stone Hammer
exnihilo:hammer_iron, Iron Hammer
exnihilo:hammer_gold, Gold Hammer
exnihilo:hammer_diamond, Diamond Hammer
exnihilo:crook, Crook
exnihilo:crook_bone, Bone Crook
exnihilo:silkworm, Silkworm
exnihilo:mesh, Silk Mesh
exnihilo:spores, Ancient Spores
exnihilo:seed_grass, Grass Seeds
exnihilo:stone, Stone
exnihilo:porcelain, Porcelain Clay
exnihilo:doll, Precious Doll
exnihilo:doll_angry, Angry Doll
exnihilo:doll_creepy, Creepy Doll
exnihilo:silkworm_cooked, Cooked Silkworm
exnihilo:seed_oak, Acorn
exnihilo:seed_acacia, Acacia Seed
exnihilo:seed_spruce, Spruce Seed
exnihilo:seed_birch, Birch Seed
exnihilo:seed_jungle, Exotic Seed
exnihilo:seed_cactus, Cactus Seeds
exnihilo:seed_sugar_cane, Sugar Cane Seeds
exnihilo:seed_carrot, Carrot Seeds
exnihilo:seed_potato, Potato Seeds
exnihilo:seed_rubber, Rubber Tree Seeds
exnihilo:ice_shard, Ice Shard
exastris:doll_thaumic, Thaumic Doll
exastris:hammer_thaumium, Thaumium Hammer
exastris:doll_freezing, Freezing Doll
exastris:eldritch_spawner, Portal-in-a-Box
exastris:uncharged_netherstar, Uncharged Nether Star
exastris:CobaltOreItem:0, Broken Cobalt Ore
exastris:CobaltOreItem:1, Crushed Cobalt Ore
exastris:CobaltOreItem:2, Powdered Cobalt Ore
exastris:ArditeOreItem:0, Broken Ardite Ore
exastris:ArditeOreItem:1, Crushed Ardite Ore
exastris:ArditeOreItem:2, Powdered Ardite Ore
exastris:SieveUpgradeItem:0, Speed Upgrade
exastris:SieveUpgradeItem:1, Fortune Upgrade
exastris:chiselStone:0, Marble Stone
exastris:chiselStone:1, Limestone Stone
exastris:nuggetElectricalSteel, Electrical Steel Nugget
exastris:manaHammer, Manasteel Hammer
excompressum:chickenStick, Chicken Stick
excompressum:compressedHammerWood, Compressed Wooden Hammer
excompressum:compressedHammerStone, Compressed Stone Hammer
excompressum:compressedHammerIron, Compressed Iron Hammer
excompressum:compressedHammerGold, Compressed Gold Hammer
excompressum:compressedHammerDiamond, Compressed Diamond Hammer
excompressum:doubleCompressedDiamondHammer, Double Compressed Diamond Hammer
excompressum:compressedCrook, Compressed Crook
excompressum:heavySilkMesh, Heavy Silk Mesh
excompressum:woodChipping, Wood Chippings
excompressum:uncompressedCoal, Uncompressed Coal
excompressum:batZapper, Bat Zapper
excompressum:oreSmasher, Ore Smasher
golems:item.golem_paper, §cGolem Spell§r
golems:item.spawn_bedrock_golem, Spawn Bedrock Golem
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:part.base:13, ME Gas Import Bus
extracells:part.base:14, ME Gas Export Bus
extracells:part.base:15, ME Gas Terminal
extracells:part.base:16, ME Gas Storage Bus
extracells:part.base:17, ME Gas Level Emitter
extracells:part.base:18, ME Gas Storage Monitor
extracells:part.base:19, ME Gas Conversion Monitor
extracells:storage.fluid:0, ME 1k Fluid Storage
extracells:storage.fluid:1, ME 4k Fluid Storage
extracells:storage.fluid:2, ME 16k Fluid Storage
extracells:storage.fluid:3, ME 64k Fluid Storage
extracells:storage.fluid:4, ME 256k Fluid Storage
extracells:storage.fluid:5, ME 1024k Fluid Storage
extracells:storage.fluid:6, ME 4096k Fluid Storage
extracells:storage.physical:0, ME 256k Storage
extracells:storage.physical:1, ME 1024k Storage
extracells:storage.physical:2, ME 4096k Storage
extracells:storage.physical:3, ME 16384k Storage
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.gas:0, ME 1k Gas Storage
extracells:storage.gas:1, ME 4k Gas Storage
extracells:storage.gas:2, ME 16k Gas Storage
extracells:storage.gas:3, ME 64k Gas Storage
extracells:storage.gas:4, ME 256k Gas Storage
extracells:storage.gas:5, ME 1024k Gas Storage
extracells:storage.gas:6, ME 4096k Gas Storage
extracells:pattern.fluid, item.extracells.pattern.fluid.name
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k ME Storage Component
extracells:storage.component:1, 1024k ME Storage Component
extracells:storage.component:2, 4096k ME Storage Component
extracells:storage.component:3, 16384k ME Storage Component
extracells:storage.component:4, 1k ME Fluid Storage Component
extracells:storage.component:5, 4k ME Fluid Storage Component
extracells:storage.component:6, 16k ME Fluid Storage Component
extracells:storage.component:7, 64k ME Fluid Storage Component
extracells:storage.component:8, 256k ME Fluid Storage Component
extracells:storage.component:9, 1024k ME Fluid Storage Component
extracells:storage.component:10, 4096k ME Fluid Storage Component
extracells:storage.component:11, 1k ME Gas Storage Component
extracells:storage.component:12, 4k ME Gas Storage Component
extracells:storage.component:13, 16k ME Gas Storage Component
extracells:storage.component:14, 64k ME Gas Storage Component
extracells:storage.component:15, 256k ME Gas Storage Component
extracells:storage.component:16, 1024k ME Gas Storage Component
extracells:storage.component:17, 4096k ME Gas Storage Component
extracells:storage.casing:0, Advanced Storage Housing
extracells:storage.casing:1, Fluid Storage Housing
extracells:storage.casing:2, Gas Storage Housing
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade, ME Upgrade
harvestcraft:cuttingboardItem, Cutting Board
harvestcraft:potItem, Pot
harvestcraft:skilletItem, Skillet
harvestcraft:saucepanItem, Saucepan
harvestcraft:bakewareItem, Bakeware
harvestcraft:mortarandpestleItem, Mortar and Pestle
harvestcraft:mixingbowlItem, Mixing Bowl
harvestcraft:juicerItem, Juicer
harvestcraft:queenbeeItem, Queen Bee
harvestcraft:waxcombItem, Waxcomb
harvestcraft:honeycombItem, Honeycomb
harvestcraft:beeswaxItem, Beeswax
harvestcraft:honeyItem, Honey
harvestcraft:grubItem, Bee Grub
harvestcraft:royaljellyItem, Royal Jelly
harvestcraft:saltItem, Salt
harvestcraft:waxItem, Wax
harvestcraft:wovencottonItem, Woven Cotton
harvestcraft:hardenedleatherItem, Hardened Leather
harvestcraft:grainbaitItem, Grain Bait
harvestcraft:veggiebaitItem, Veggie Bait
harvestcraft:fruitbaitItem, Fruit Bait
harvestcraft:fishtrapbaitItem, Fish Trap Bait
harvestcraft:hardenedleatherhelmItem, Hardened Leather Helm
harvestcraft:hardenedleatherchestItem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsItem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsItem, Hardened Leather Boots
harvestcraft:muttonrawItem, Raw Mutton
harvestcraft:muttoncookedItem, Cooked Mutton
harvestcraft:calamarirawItem, Raw Calamari
harvestcraft:calamaricookedItem, Cooked Calamari
harvestcraft:sunflowerseedsItem, Sunflower Seeds
harvestcraft:freshwaterItem, Fresh Water
harvestcraft:freshmilkItem, Fresh Milk
harvestcraft:blackberryItem, Blackberry
harvestcraft:blueberryItem, Blueberry
harvestcraft:candleberryItem, Candleberry
harvestcraft:raspberryItem, Raspberry
harvestcraft:strawberryItem, Strawberry
harvestcraft:grapeItem, Grape
harvestcraft:cactusfruitItem, Cactus Fruit
harvestcraft:asparagusItem, Asparagus
harvestcraft:barleyItem, Barley
harvestcraft:oatsItem, Oats
harvestcraft:ryeItem, Rye
harvestcraft:cornItem, Corn
harvestcraft:bambooshootItem, Bamboo Shoot
harvestcraft:cantaloupeItem, Cantaloupe
harvestcraft:cucumberItem, Cucumber
harvestcraft:wintersquashItem, Winter Squash
harvestcraft:zucchiniItem, Zucchini
harvestcraft:beetItem, Beet
harvestcraft:onionItem, Onion
harvestcraft:parsnipItem, Parsnip
harvestcraft:peanutItem, Peanut
harvestcraft:radishItem, Radish
harvestcraft:rutabagaItem, Rutabaga
harvestcraft:sweetpotatoItem, Sweet Potato
harvestcraft:turnipItem, Turnip
harvestcraft:rhubarbItem, Rhubarb
harvestcraft:celeryItem, Celery
harvestcraft:garlicItem, Garlic
harvestcraft:gingerItem, Ginger
harvestcraft:spiceleafItem, Spice Leaf
harvestcraft:ediblerootItem, Edible Root
harvestcraft:tealeafItem, Tea Leaf
harvestcraft:coffeebeanItem, Coffee Beans
harvestcraft:mustardseedsItem, Mustard Seeds
harvestcraft:broccoliItem, Broccoli
harvestcraft:cauliflowerItem, Cauliflower
harvestcraft:leekItem, Leek
harvestcraft:lettuceItem, Lettuce
harvestcraft:scallionItem, Scallion
harvestcraft:artichokeItem, Artichoke
harvestcraft:brusselsproutItem, Brussel Sprout
harvestcraft:cabbageItem, Cabbage
harvestcraft:spinachItem, Spinach
harvestcraft:whitemushroomItem, White Mushroom
harvestcraft:beanItem, Beans
harvestcraft:soybeanItem, Soybean
harvestcraft:bellpepperItem, Bellpepper
harvestcraft:chilipepperItem, Chili Pepper
harvestcraft:eggplantItem, Eggplant
harvestcraft:okraItem, Okra
harvestcraft:peasItem, Peas
harvestcraft:tomatoItem, Tomato
harvestcraft:cottonItem, Cotton
harvestcraft:pineappleItem, Pineapple
harvestcraft:kiwiItem, Kiwi
harvestcraft:sesameseedsItem, Sesame Seeds
harvestcraft:curryleafItem, Curry Leaf
harvestcraft:cranberryItem, Cranberry
harvestcraft:riceItem, Rice
harvestcraft:seaweedItem, Seaweed
harvestcraft:waterchestnutItem, Water Chestnut
harvestcraft:blackberryseedItem, Blackberry Seed
harvestcraft:blueberryseedItem, Blueberry Seed
harvestcraft:candleberryseedItem, Candleberry Seed
harvestcraft:raspberryseedItem, Raspberry Seed
harvestcraft:strawberryseedItem, Strawberry Seed
harvestcraft:grapeseedItem, Grape Seed
harvestcraft:cactusfruitseedItem, Cactus Fruit Seed
harvestcraft:asparagusseedItem, Asparagus Seed
harvestcraft:barleyseedItem, Barley Seed
harvestcraft:oatsseedItem, Oats Seed
harvestcraft:ryeseedItem, Rye Seed
harvestcraft:cornseedItem, Corn Seed
harvestcraft:bambooshootseedItem, Bamboo Shoot Seed
harvestcraft:cantaloupeseedItem, Cantaloupe Seed
harvestcraft:cucumberseedItem, Cucumber Seed
harvestcraft:wintersquashseedItem, Winter Squash Seed
harvestcraft:zucchiniseedItem, Zucchini Seed
harvestcraft:beetseedItem, Beet Seed
harvestcraft:onionseedItem, Onion Seed
harvestcraft:parsnipseedItem, Parsnip Seed
harvestcraft:peanutseedItem, Peanut Seed
harvestcraft:radishseedItem, Radish Seed
harvestcraft:rutabagaseedItem, Rutabaga Seed
harvestcraft:sweetpotatoseedItem, Sweet Potato Seed
harvestcraft:turnipseedItem, Turnip Seed
harvestcraft:rhubarbseedItem, Rhubarb Seed
harvestcraft:celeryseedItem, Celery Seed
harvestcraft:garlicseedItem, Garlic Seed
harvestcraft:gingerseedItem, Ginger Seed
harvestcraft:spiceleafseedItem, Spice Leaf Seed
harvestcraft:teaseedItem, Tea Seed
harvestcraft:coffeeseedItem, Coffee Seed
harvestcraft:mustardseedItem, Mustard Seed
harvestcraft:broccoliseedItem, Broccoli Seed
harvestcraft:cauliflowerseedItem, Cauliflower Seed
harvestcraft:leekseedItem, Leek Seed
harvestcraft:lettuceseedItem, Lettuce Seed
harvestcraft:scallionseedItem, Scallion Seed
harvestcraft:artichokeseedItem, Artichoke Seed
harvestcraft:brusselsproutseedItem, Brussel Sprout Seed
harvestcraft:cabbageseedItem, Cabbage Seed
harvestcraft:spinachseedItem, Spinach Seed
harvestcraft:whitemushroomseedItem, White Mushroom Spore
harvestcraft:beanseedItem, Bean Seed
harvestcraft:soybeanseedItem, Soybean Seed
harvestcraft:bellpepperseedItem, Bellpepper Seed
harvestcraft:chilipepperseedItem, Chili Pepper Seed
harvestcraft:eggplantseedItem, Eggplant Seed
harvestcraft:okraseedItem, Okra Seed
harvestcraft:peasseedItem, Peas Seed
harvestcraft:tomatoseedItem, Tomato Seed
harvestcraft:cottonseedItem, Cotton Seed
harvestcraft:pineappleseedItem, Pineapple Seed
harvestcraft:curryleafseedItem, Curry Leaf Seed
harvestcraft:sesameseedsseedItem, Sesame Seeds Seed
harvestcraft:kiwiseedItem, Kiwi Seed
harvestcraft:cranberryseedItem, Cranberry Seed
harvestcraft:riceseedItem, Rice Seed
harvestcraft:seaweedseedItem, Seaweed Seed
harvestcraft:waterchestnutseedItem, Water Chestnut Seed
harvestcraft:almondItem, Almond
harvestcraft:apricotItem, Apricot
harvestcraft:avocadoItem, Avocado
harvestcraft:bananaItem, Banana
harvestcraft:cashewItem, Cashew
harvestcraft:cherryItem, Cherry
harvestcraft:chestnutItem, Chestnut
harvestcraft:cinnamonItem, Cinnamon
harvestcraft:coconutItem, Coconut
harvestcraft:dateItem, Date
harvestcraft:dragonfruitItem, Dragonfruit
harvestcraft:durianItem, Durian
harvestcraft:figItem, Fig
harvestcraft:grapefruitItem, Grapefruit
harvestcraft:lemonItem, Lemon
harvestcraft:limeItem, Lime
harvestcraft:maplesyrupItem, Maple Syrup
harvestcraft:mangoItem, Mango
harvestcraft:nutmegItem, Nutmeg
harvestcraft:oliveItem, Olive
harvestcraft:orangeItem, Orange
harvestcraft:papayaItem, Papaya
harvestcraft:peachItem, Peach
harvestcraft:pearItem, Pear
harvestcraft:pecanItem, Pecan
harvestcraft:peppercornItem, Peppercorn
harvestcraft:persimmonItem, Persimmon
harvestcraft:pistachioItem, Pistachio
harvestcraft:plumItem, Plum
harvestcraft:pomegranateItem, Pomegranate
harvestcraft:starfruitItem, Starfruit
harvestcraft:vanillabeanItem, Vanilla Bean
harvestcraft:walnutItem, Walnut
harvestcraft:gooseberryItem, Gooseberry
harvestcraft:grilledasparagusItem, Grilled Asparagus
harvestcraft:bakedsweetpotatoItem, Baked Sweet Potato
harvestcraft:teaItem, Cup of Tea
harvestcraft:coffeeItem, Cup of Coffee
harvestcraft:popcornItem, Popcorn
harvestcraft:grilledeggplantItem, Grilled Eggplant
harvestcraft:raisinsItem, Raisins
harvestcraft:ricecakeItem, Rice Cake
harvestcraft:toastedcoconutItem, Toasted Coconut
harvestcraft:vanillaItem, Vanilla
harvestcraft:toastedsesameseedsItem, Toasted Sesame Seeds
harvestcraft:flourItem, Flour
harvestcraft:doughItem, Dough
harvestcraft:toastItem, Toast
harvestcraft:pastaItem, Pasta
harvestcraft:heavycreamItem, Heavy Cream
harvestcraft:butterItem, Butter
harvestcraft:cheeseItem, Cheese
harvestcraft:icecreamItem, Ice Cream
harvestcraft:grilledcheeseItem, Grilled Cheese
harvestcraft:applejuiceItem, Apple Juice
harvestcraft:applesauceItem, Apple Sauce
harvestcraft:applepieItem, Apple Pie
harvestcraft:caramelappleItem, Caramel Apple
harvestcraft:pumpkinbreadItem, Pumpkin Bread
harvestcraft:roastedpumpkinseedsItem, Roasted Pumpkin Seeds
harvestcraft:pumpkinsoupItem, Pumpkin Soup
harvestcraft:melonjuiceItem, Melon Juice
harvestcraft:melonsmoothieItem, Melon Smoothie
harvestcraft:carrotjuiceItem, Carrot Juice
harvestcraft:carrotcakeItem, Carrot Cake
harvestcraft:carrotsoupItem, Carrot Soup
harvestcraft:glazedcarrotsItem, Glazed Carrots
harvestcraft:butteredpotatoItem, Buttered Potato
harvestcraft:loadedbakedpotatoItem, Loaded Baked Potato
harvestcraft:mashedpotatoesItem, Mashed Potatoes
harvestcraft:potatosaladItem, Potato Salad
harvestcraft:potatosoupItem, Potato Soup
harvestcraft:friesItem, Fries
harvestcraft:grilledmushroomItem, Grilled Mushroom
harvestcraft:stuffedmushroomItem, Stuffed Mushroom
harvestcraft:chickensandwichItem, Chicken Sandwich
harvestcraft:chickennoodlesoupItem, Chicken Noodle Soup
harvestcraft:chickenpotpieItem, Chicken Pot Pie
harvestcraft:breadedporkchopItem, Breaded Porkchop
harvestcraft:hotdogItem, Hotdog
harvestcraft:bakedhamItem, Baked Ham
harvestcraft:hamburgerItem, Hamburger
harvestcraft:cheeseburgerItem, Cheeseburger
harvestcraft:baconcheeseburgerItem, Bacon Cheeseburger
harvestcraft:potroastItem, Pot Roast
harvestcraft:fishsandwichItem, Fish Sandwich
harvestcraft:fishsticksItem, Fish Sticks
harvestcraft:fishandchipsItem, Fish and Chips
harvestcraft:mayoItem, Mayo
harvestcraft:friedeggItem, Fried Egg
harvestcraft:scrambledeggItem, Scrambled Egg
harvestcraft:boiledeggItem, Boiled Egg
harvestcraft:eggsaladItem, Egg Salad
harvestcraft:caramelItem, Caramel
harvestcraft:taffyItem, Taffy
harvestcraft:spidereyesoupItem, Spider Eye Soup
harvestcraft:zombiejerkyItem, Zombie Jerky
harvestcraft:cocoapowderItem, Cocoa Powder
harvestcraft:chocolatebarItem, Chocolate Bar
harvestcraft:hotchocolateItem, Hot Chocolate
harvestcraft:chocolateicecreamItem, Chocolate Ice Cream
harvestcraft:vegetablesoupItem, Vegetable Soup
harvestcraft:stockItem, Stock
harvestcraft:fruitsaladItem, Fruit Salad
harvestcraft:spagettiItem, Spagetti
harvestcraft:spagettiandmeatballsItem, Spagetti and Meatballs
harvestcraft:tomatosoupItem, Tomato Soup
harvestcraft:ketchupItem, Ketchup
harvestcraft:chickenparmasanItem, Chicken Parmasan
harvestcraft:pizzaItem, Pizza
harvestcraft:springsaladItem, Spring Salad
harvestcraft:porklettucewrapItem, Pork Lettuce Wrap
harvestcraft:fishlettucewrapItem, Fish Lettuce Wrap
harvestcraft:bltItem, BLT
harvestcraft:leafychickensandwichItem, Leafy Chicken Sandwich
harvestcraft:leafyfishsandwichItem, Leafy Fish Sandwich
harvestcraft:deluxecheeseburgerItem, Deluxe Cheeseburger
harvestcraft:delightedmealItem, Delighted Meal
harvestcraft:onionsoupItem, Onion Soup
harvestcraft:potatocakesItem, Potato Cakes
harvestcraft:hashItem, Hash
harvestcraft:braisedonionsItem, Braised Onions
harvestcraft:heartybreakfastItem, Hearty Breakfast
harvestcraft:cornonthecobItem, Corn on the Cob
harvestcraft:cornmealItem, Cornmeal
harvestcraft:cornbreadItem, Cornbread
harvestcraft:tortillaItem, Tortilla
harvestcraft:nachoesItem, Nachoes
harvestcraft:tacoItem, Taco
harvestcraft:fishtacoItem, Fish Taco
harvestcraft:creamedcornItem, Creamed Corn
harvestcraft:strawberrysmoothieItem, Strawberry Smoothie
harvestcraft:strawberrypieItem, Strawberry Pie
harvestcraft:strawberrysaladItem, Strawberry Salad
harvestcraft:strawberryjuiceItem, Strawberry Juice
harvestcraft:chocolatestrawberryItem, Chocolate Strawberry
harvestcraft:peanutbutterItem, Peanut Butter
harvestcraft:trailmixItem, Trail Mix
harvestcraft:pbandjItem, PB&J
harvestcraft:peanutbuttercookiesItem, Peanut Butter Cookies
harvestcraft:grapejuiceItem, Grape Juice
harvestcraft:vinegarItem, Vinegar
harvestcraft:grapejellyItem, Grape Jelly
harvestcraft:grapesaladItem, Grape Salad
harvestcraft:raisincookiesItem, Raisin Cookies
harvestcraft:picklesItem, Pickles
harvestcraft:cucumbersaladItem, Cucumber Salad
harvestcraft:cucumbersoupItem, Cucumber Soup
harvestcraft:vegetarianlettucewrapItem, Vegetarian Lettuce Wrap
harvestcraft:marinatedcucumbersItem, Marinated Cucumbers
harvestcraft:ricesoupItem, Rice Soup
harvestcraft:friedriceItem, Fried Rice
harvestcraft:mushroomrisottoItem, Mushroom Risotto
harvestcraft:curryItem, Curry Rice
harvestcraft:rainbowcurryItem, Rainbow Curry
harvestcraft:refriedbeansItem, Refried Beans
harvestcraft:bakedbeansItem, Baked Beans
harvestcraft:beansandriceItem, Beans and Rice
harvestcraft:chiliItem, Chili
harvestcraft:beanburritoItem, Bean Burrito
harvestcraft:stuffedpepperItem, Stuffed Pepper
harvestcraft:veggiestirfryItem, Veggie Stirfry
harvestcraft:grilledskewersItem, Grilled Skewer
harvestcraft:supremepizzaItem, Supreme Pizza
harvestcraft:omeletItem, Omelet
harvestcraft:hotwingsItem, Hot Wings
harvestcraft:chilipoppersItem, Chili Poppers
harvestcraft:extremechiliItem, Extreme Chili
harvestcraft:chilichocolateItem, Chili Chocolate
harvestcraft:lemonaideItem, Lemonade
harvestcraft:lemonbarItem, Lemon Bar
harvestcraft:fishdinnerItem, Fish Dinner
harvestcraft:lemonsmoothieItem, Lemon Smoothie
harvestcraft:lemonmeringueItem, Lemon Meringue
harvestcraft:candiedlemonItem, Candied Lemon
harvestcraft:lemonchickenItem, Lemon Chicken
harvestcraft:blueberrysmoothieItem, Blueberry Smoothie
harvestcraft:blueberrypieItem, Blueberry Pie
harvestcraft:blueberrymuffinItem, Blueberry Muffin
harvestcraft:blueberryjuiceItem, Blueberry Juice
harvestcraft:pancakesItem, Pancakes
harvestcraft:blueberrypancakesItem, Blueberry Pancakes
harvestcraft:cherryjuiceItem, Cherry Juice
harvestcraft:cherrypieItem, Cherry Pie
harvestcraft:chocolatecherryItem, Chocolate Cherry
harvestcraft:cherrysmoothieItem, Cherry Smoothie
harvestcraft:cheesecakeItem, Cheesecake
harvestcraft:cherrycheesecakeItem, Cherry Cheesecake
harvestcraft:stuffedeggplantItem, Stuffed Eggplant
harvestcraft:eggplantparmItem, Eggplant Parm
harvestcraft:raspberryicedteaItem, Raspberry Iced Tea
harvestcraft:chaiteaItem, Chai Tea
harvestcraft:espressoItem, Espresso
harvestcraft:coffeeconlecheItem, Coffee con Leche
harvestcraft:mochaicecreamItem, Mocha Ice Cream
harvestcraft:pickledbeetsItem, Pickled Beets
harvestcraft:beetsaladItem, Beet Salad
harvestcraft:beetsoupItem, Beet Soup
harvestcraft:bakedbeetsItem, Baked Beets
harvestcraft:broccolimacItem, Broccoli Mac
harvestcraft:broccolindipItem, Broccoli n Dip
harvestcraft:creamedbroccolisoupItem, Creamed Broccoli Soup
harvestcraft:sweetpotatopieItem, Sweet Potato Pie
harvestcraft:candiedsweetpotatoesItem, Candied Sweet Potatoes
harvestcraft:mashedsweetpotatoesItem, Mashed Sweet Potatoes
harvestcraft:steamedpeasItem, Steamed Peas
harvestcraft:splitpeasoupItem, Split Pea Soup
harvestcraft:pineappleupsidedowncakeItem, Pineapple Upsidedown Cake
harvestcraft:pineapplehamItem, Pineapple Ham
harvestcraft:pineappleyogurtItem, Pineapple Yogurt
harvestcraft:turnipsoupItem, Turnip Soup
harvestcraft:roastedrootveggiemedleyItem, Roasted Root Veggie Medley
harvestcraft:bakedturnipsItem, Baked Turnips
harvestcraft:gingerbreadItem, Ginger Bread
harvestcraft:gingersnapsItem, Ginger Snaps
harvestcraft:candiedgingerItem, Candied Ginger
harvestcraft:mustardItem, Mustard
harvestcraft:softpretzelandmustardItem, Soft Pretzel and Mustard
harvestcraft:spicymustardporkItem, Spicy Mustard Pork
harvestcraft:spicygreensItem, Spicy Greens
harvestcraft:garlicbreadItem, Garlic Bread
harvestcraft:garlicmashedpotatoesItem, Garlic Mashed Potatoes
harvestcraft:garlicchickenItem, Garlic Chicken
harvestcraft:summerradishsaladItem, Summer Radish Salad
harvestcraft:summersquashwithradishItem, Summer Squash with Radish
harvestcraft:celeryandpeanutbutterItem, Celery and Peanut Butter
harvestcraft:chickencelerycasseroleItem, Chicken Celery Casserole
harvestcraft:peasandceleryItem, Peas and Celery
harvestcraft:celerysoupItem, Celery Soup
harvestcraft:zucchinibreadItem, Zucchini Bread
harvestcraft:zucchinifriesItem, Zucchini Fries
harvestcraft:zestyzucchiniItem, Zesty Zucchini
harvestcraft:zucchinibakeItem, Zucchini Bake
harvestcraft:asparagusquicheItem, Asparagus Quiche
harvestcraft:asparagussoupItem, Asparagus Soup
harvestcraft:walnutraisinbreadItem, Walnut Raisin Bread
harvestcraft:candiedwalnutsItem, Candied Walnuts
harvestcraft:brownieItem, Brownie
harvestcraft:papayajuiceItem, Papaya Juice
harvestcraft:papayasmoothieItem, Papaya Smoothie
harvestcraft:papayayogurtItem, Papaya Yogurt
harvestcraft:starfruitjuiceItem, Starfruit Juice
harvestcraft:starfruitsmoothieItem, Starfruit Smoothie
harvestcraft:starfruityogurtItem, Starfruit Yogurt
harvestcraft:guacamoleItem, Guacamole
harvestcraft:creamofavocadosoupItem, Cream of Avocado Soup
harvestcraft:avocadoburritoItem, Avocado Burrito
harvestcraft:poachedpearItem, Poached Pear
harvestcraft:fruitcrumbleItem, Fruit Crumble
harvestcraft:pearyogurtItem, Pear Yogurt
harvestcraft:plumyogurtItem, Plum Yogurt
harvestcraft:bananasplitItem, Banana Split
harvestcraft:banananutbreadItem, Banana Nut Bread
harvestcraft:bananasmoothieItem, Banana Smoothie
harvestcraft:bananayogurtItem, Banana Yogurt
harvestcraft:coconutmilkItem, Coconut Milk
harvestcraft:chickencurryItem, Chicken Curry
harvestcraft:coconutshrimpItem, Coconut Shrimp
